Reading /home/ssamal/workspace/conexpng/floating_codings_4.fccsv


***Reading first 10 records***
No of Objects:10
No of attributes:256
No of concepts:166
	Completed reading 90 records
No of Objects: 100
No of attributes: 256
No of concepts: 6805
Read time: 2777ms

-----------------------------------------------------------------------------------------------------------------------
  Object     Extent                                 Probabilities                                          Predicted    Actual
                Size       [0  , 1   , 2   , 3   , 4   , 5   , 6   , 7   , 8   , 9   ]                          Class      Class
 o4.0_58        {1}    [[0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[4.0]]      [4.0] _/
 o4.0_56        {1}    [[0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[4.0]]      [4.0] _/
 o7.0_78        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00]]    [[7.0]]      [7.0] _/
 o4.0_50        {1}    [[0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[4.0]]      [4.0] _/
 o2.0_44        {1}    [[0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[2.0]]      [2.0] _/
 o7.0_81        {2}    [[0.00, 0.00, 0.00, 0.00, 0.50, 0.00, 0.00, 0.50, 0.00, 0.00]]    [[4.0]]      [7.0]
 o3.0_39        {1}    [[0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[3.0]]      [3.0] _/
 o0.0_34        {1}    [[1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[0.0]]      [0.0] _/
 o1.0_40        {1}    [[0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[1.0]]      [1.0] _/
 o1.0_41        {1}    [[0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[1.0]]      [1.0] _/
 o6.0_72        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00]]    [[6.0]]      [6.0] _/
  o1.0_6        {1}    [[0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[1.0]]      [1.0] _/
 o8.0_90        {2}    [[0.00, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.50, 0.00]]    [[3.0]]      [8.0]
  o1.0_3        {1}    [[0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[1.0]]      [1.0] _/
  o1.0_4        {1}    [[0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[1.0]]      [1.0] _/
 o8.0_94        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00]]    [[8.0]]      [8.0] _/
 o6.0_76        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00]]    [[6.0]]      [6.0] _/
 o1.0_47        {1}    [[0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[1.0]]      [1.0] _/
  o8.0_8        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00]]    [[8.0]]      [8.0] _/
 o2.0_51        {1}    [[0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[2.0]]      [2.0] _/
 o8.0_11        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00]]    [[8.0]]      [8.0] _/
 o0.0_26        {1}    [[1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[0.0]]      [0.0] _/
 o7.0_83        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00]]    [[7.0]]      [7.0] _/
 o8.0_19        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00]]    [[8.0]]      [8.0] _/
 o0.0_85        {1}    [[1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[0.0]]      [0.0] _/
 o0.0_84        {1}    [[1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[0.0]]      [0.0] _/
 o9.0_21        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00]]    [[9.0]]      [9.0] _/
 o1.0_59        {1}    [[0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[1.0]]      [1.0] _/
 o1.0_49        {1}    [[0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[1.0]]      [1.0] _/
  o3.0_7        {1}    [[0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[3.0]]      [3.0] _/
 o8.0_20        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00]]    [[8.0]]      [8.0] _/
 o5.0_42        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00]]    [[5.0]]      [5.0] _/
  o3.0_2        {1}    [[0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[3.0]]      [3.0] _/
 o8.0_28        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00]]    [[8.0]]      [8.0] _/
 o4.0_75        {1}    [[0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[4.0]]      [4.0] _/
 o8.0_29        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00]]    [[8.0]]      [8.0] _/
 o7.0_57        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00]]    [[7.0]]      [7.0] _/
 o4.0_70        {1}    [[0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[4.0]]      [4.0] _/
 o7.0_53        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00]]    [[7.0]]      [7.0] _/
 o5.0_48        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00]]    [[5.0]]      [5.0] _/
 o7.0_52        {2}    [[0.00, 0.00, 0.00, 0.00, 0.50, 0.00, 0.00, 0.50, 0.00, 0.00]]    [[4.0]]      [7.0]
 o6.0_14        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00]]    [[6.0]]      [6.0] _/
 o9.0_97        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00]]    [[9.0]]      [9.0] _/
 o1.0_63        {1}    [[0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[1.0]]      [1.0] _/
 o3.0_92        {1}    [[0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[3.0]]      [3.0] _/
 o3.0_93        {1}    [[0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[3.0]]      [3.0] _/
 o1.0_67        {1}    [[0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[1.0]]      [1.0] _/
 o2.0_37        {1}    [[0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[2.0]]      [2.0] _/
 o4.0_61        {1}    [[0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00]]    [[4.0]]      [4.0] _/
 o9.0_91        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00]]    [[9.0]]      [9.0] _/
 o7.0_62        {1}    [[0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00]]    [[7.0]]      [7.0] _/

Objects classified correctly: 96
Total objects: 100
Success: 96.0%
